date,time,T,Po,U,DD,Ff,N,WW,Cl,Nh,H,VV,city
2018-12-18,17,30.2,754.9,73,Wind blowing from the south-southeast,3,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kuala Lumpur
2018-12-18,14,32.7,756.4,65,Wind blowing from the south,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,12.0,Kuala Lumpur
2018-12-18,11,30.1,758.0,67,Wind blowing from the south-west,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,10.0,Kuala Lumpur
2018-12-18,08,24.4,757.0,98,Wind blowing from the east-southeast,0,"90  or more, but not 100%",Mist. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
2018-12-18,05,24.2,756.1,96,Wind blowing from the north,0,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
2018-12-18,02,25.0,757.6,96,Wind blowing from the west,1,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,10.0,Kuala Lumpur
2018-12-17,23,25.1,758.4,96,Wind blowing from the west,0,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Kuala Lumpur
2018-12-17,20,25.3,757.4,95,Wind blowing from the south-east,1,"90  or more, but not 100%",Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Kuala Lumpur
2018-12-17,17,26.8,755.5,87,Wind blowing from the north-west,3,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,3.0,Kuala Lumpur
2018-12-17,14,32.0,756.4,62,Wind blowing from the south-southeast,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,12.0,Kuala Lumpur
2018-12-17,11,28.9,758.5,74,Wind blowing from the south-southeast,2,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,12.0,Kuala Lumpur
2018-12-17,08,24.6,757.7,93,Wind blowing from the south-southeast,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,10.0,Kuala Lumpur
2018-12-17,05,24.5,756.2,95,Wind blowing from the east-southeast,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Kuala Lumpur
2018-12-17,02,24.9,757.5,93,Wind blowing from the north-west,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,10.0,Kuala Lumpur
2018-12-16,23,25.2,758.7,93,Wind blowing from the north-northeast,3,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,100-200,9.0,Kuala Lumpur
2018-12-16,20,26.4,757.0,85,Wind blowing from the north-east,3,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Kuala Lumpur
2018-12-16,17,30.1,754.9,71,Wind blowing from the west-southwest,4,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
2018-12-16,14,30.0,756.4,76,Wind blowing from the south-west,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kuala Lumpur
2018-12-16,11,30.3,758.1,73,Wind blowing from the north,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kuala Lumpur
2018-12-16,08,24.9,757.3,94,Wind blowing from the north-east,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
2018-12-16,05,24.3,756.4,96,Wind blowing from the north-east,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,6.0,Kuala Lumpur
2018-12-16,02,24.9,757.4,95,Wind blowing from the east,2,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,9.0,Kuala Lumpur
2018-12-15,23,25.2,758.5,93,Wind blowing from the north-east,2,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,10.0,Kuala Lumpur
2018-12-15,20,25.5,757.0,94,Wind blowing from the north-east,4,"90  or more, but not 100%",Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,100-200,7.0,Kuala Lumpur
2018-12-15,17,31.9,754.5,66,Wind blowing from the west-southwest,4,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,9.0,Kuala Lumpur
2018-12-15,14,32.1,756.3,62,Wind blowing from the north-west,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kuala Lumpur
2018-12-15,11,29.2,757.7,73,Wind blowing from the north-west,1,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,10.0,Kuala Lumpur
2018-12-15,08,24.3,757.0,96,Wind blowing from the north-northeast,2,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",Less than  50,7.0,Kuala Lumpur
2018-12-15,05,24.1,756.2,97,Wind blowing from the north,2,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Kuala Lumpur
2018-12-15,02,24.2,757.6,96,Wind blowing from the north,0,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,7.0,Kuala Lumpur
2018-12-14,23,24.2,758.5,97,Wind blowing from the west-northwest,1,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,100-200,9.0,Kuala Lumpur
2018-12-14,20,24.0,757.6,95,Wind blowing from the west-northwest,1,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,200-300,8.0,Kuala Lumpur
2018-12-14,17,25.5,756.0,95,Wind blowing from the east-southeast,2,100%.,"Thunderstorm, heavy, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,200-300,1.0,Kuala Lumpur
2018-12-14,14,29.7,756.5,76,Wind blowing from the south-southwest,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,300-600,12.0,Kuala Lumpur
2018-12-14,11,27.9,758.8,84,Wind blowing from the west-southwest,2,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kuala Lumpur
2018-12-14,08,25.4,757.4,89,Wind blowing from the east,1,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,10.0,Kuala Lumpur
2018-12-14,05,24.5,756.3,91,Wind blowing from the south-southwest,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
2018-12-14,02,24.7,757.4,91,Wind blowing from the south-west,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
2018-12-13,23,26.1,757.4,82,Wind blowing from the east,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
2018-12-13,20,27.5,756.6,75,Wind blowing from the east-northeast,4,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Kuala Lumpur
2018-12-13,17,30.0,755.5,70,Wind blowing from the east-northeast,4,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kuala Lumpur
2018-12-13,14,31.9,756.3,66,Wind blowing from the north-east,4,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kuala Lumpur
2018-12-13,11,29.5,757.5,74,Wind blowing from the south-east,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,10.0,Kuala Lumpur
2018-12-13,08,25.3,757.3,94,Wind blowing from the south-east,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,100-200,10.0,Kuala Lumpur
2018-12-13,05,25.6,756.0,93,Wind blowing from the south-east,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
2018-12-13,02,25.1,756.7,93,Wind blowing from the south-southwest,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,10.0,Kuala Lumpur
2018-12-12,23,25.3,756.9,95,Wind blowing from the east-northeast,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,10.0,Kuala Lumpur
2018-12-12,20,24.9,756.3,95,Wind blowing from the north-east,1,"90  or more, but not 100%",Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,200-300,8.0,Kuala Lumpur
2018-12-12,17,26.1,754.8,94,Wind blowing from the north-northeast,5,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,100-200,3.0,Kuala Lumpur
2018-12-12,14,32.4,755.9,64,Wind blowing from the south-southeast,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kuala Lumpur
2018-12-12,11,28.9,757.9,77,Wind blowing from the west-southwest,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
2018-12-12,08,24.9,756.8,95,Wind blowing from the east-southeast,0,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,9.0,Kuala Lumpur
2018-12-12,05,24.8,755.5,95,Wind blowing from the north-east,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,7.0,Kuala Lumpur
2018-12-12,02,25.2,756.6,93,Wind blowing from the north-northwest,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
2018-12-11,23,26.0,757.0,93,Wind blowing from the north,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,9.0,Kuala Lumpur
2018-12-11,20,26.7,756.0,95,Wind blowing from the north-east,2,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
2018-12-11,17,27.7,754.7,90,Wind blowing from the north-northeast,0,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,200-300,8.0,Kuala Lumpur
2018-12-11,14,29.2,755.8,79,Wind blowing from the west-southwest,3,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kuala Lumpur
2018-12-11,11,29.4,757.3,79,Wind blowing from the north-northeast,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kuala Lumpur
2018-12-11,08,25.5,756.7,96,Wind blowing from the south,1,"90  or more, but not 100%",Mist. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,200-300,9.0,Kuala Lumpur
2018-12-11,05,25.5,755.5,95,Wind blowing from the west-southwest,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
2018-12-11,02,26.0,756.0,92,Wind blowing from the north,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kuala Lumpur
